place,lat,long,value
U.E. PAMPA REDONDA,-19.794971,-63.559139,60
U.E. PASTORCITO DE FÁTIMA (DON BOSCO),-17.778906,-63.198653,15.62
U.E. PATUJU,-17.773043,-63.053256,34.82
U.E. PEDRO DOMINGO MURRILLO,-10.648914,-67.321893,92
U.E. PEDRO HERRERA,-11.03917,-66.13277,45.6
U.E. PEDRO RAMOS,-19.631533,-63.215431,58.12
U.E. POPECHI,-11.130742,-66.072475,53.57
U.E. PTO. COPACABANA,-11.54849,-66.68026,44.66
U.E. QUEBRADA SECA,-17.906697,-63.34096,33.33
U.E. QUIQUIBEY,-15.36358,-67.0975,87.21
U.E. RAMADA,-18.00214,-60.05825,43.59
U.E. REMANSO,-11.76813,-67.29217,69.23
U.E. REP. DEL PARAGUAY,-17.86308,-63.184911,44.12
U.E. RUFINO CHAO,-10.53096,-65.59814,38.78
U.E. SALINAS,-20.226,-63.46267,78.89
U.E. SAN ANTONIO,-17.750959,-62.988275,35
U.E. SAN ANTONIO,-12.04789,-68.58239,65.96
U.E. SAN BARTOLO DE LA FRONTERA,-16.299554,-59.896353,44.66
U.E. SAN BERNARDO,-15.65132,-65.2933,16.09
U.E. SAN CAYETANO,-17.731775,-63.086366,42.69
U.E. SAN DIEGO DE SAMARIA,-17.846505,-63.076237,57.69
U.E. SAN FELIX,-17.227525,-63.168256,62.5
U.E. SAN FRANCISCO,-12.17345,-67.31672,65.81
U.E. SAN FRANCISCO DE ASIS,-16.13365,-62.06047,82.43
U.E. SAN JAVIERITO,-16.164732,-61.001639,30.49
U.E. SAN JUAN BAUTISTA,-17.82422,-63.084,54.17
U.E. SAN JUAN DEL ESTE,-17.857377,-63.05619,53.25
U.E. SAN JULIAN DE BERLIN,-17.056704,-62.630868,77.78
U.E. SAN LORENCITO DE LA FRONTERA,-15.628549,-60.320012,34.62
U.E. SAN MIGUEL,-10.95564,-69.48006,100
U.E. SAN MIGUEL APONTE,-17.913584,-63.024907,41.6
U.E. SAN PEDRO,-17.72083,-63.431509,54
U.E. SAN RAFAEL,-17.450161,-63.925128,88.14
U.E. SAN RAFAELITO DE SUPONEMA,-16.51591,-60.73782,18.1
U.E. SAN RAMON DE LA VIBORA,-17.332635,-63.266569,72.67
U.E. SAN SALVADOR,-18.914073,-57.74367,92.31
U.E. SAN SILVESTRE,-17.352496,-63.260119,56.76
U.E. SANTA ANA,NA,NA,91.49
U.E. SANTA ANA C,-17.820523,-63.225873,43.1
U.E. SANTA ANITA DE LA FRONTERA,-16.164161,-60.468907,85.48
U.E. SANTA CRUZ DE LA SIERRA,-17.706459,-63.15969,13.81
U.E. SANTA ELENA,-11.78688,-67.48461,71.67
U.E. SANTA LOURDES,-11.132863,-68.462199,50.5
U.E. SANTA ROSA,-12.04853,-67.38081,53.7
U.E. SANTA ROSITA,-17.308308,-63.274899,25
U.E. SAPOCO,-16.611936,-60.99136,86.42
U.E. SATELITE NORTE,-17.608407,-63.145107,53.26
U.E. SEÑOR DE LOS MILAGROS,-17.739367,-63.111029,38.39
U.E. SIMON BOLÍVAR,-10.90335,-67.61858,72.99
U.E. SIXTO SUAREZ NAVARRO,-17.83391,-63.08702,61.11
U.E. TACUAREMBO,-17.930778,-63.398941,100
U.E. TARCILA JUSTINIANO,-15.92669,-61.327204,53.12
U.E. THEVENET DE VIANA,-17.871556000000002,-63.055362,53.61
U.E. TIERRA FIRME,-15.439323,-61.382974,94.07
U.E. TOMAS MORALES PADILLA,-17.897191,-63.220705,65.58
U.E. TRES ESTRELLAS,-11.33935,-69.27618,56.25
U.E. UCIA,-11.753432,-68.974577,91.94
U.E. VICTORIA,-17.8158,-63.10123,50.45
U.E. VICTORIA DIEZ,-17.873358,-63.192282,34.38
U.E. VILLA ALBA,-17.760563,-63.111486,36.36
U.E. VILLA AMERICA,-11.60563,-68.47382,50.56
U.E. VILLA BELLA,-11.44835,-68.72463,42.52
U.E. VILLA BELLA,-11.2168,-68.724,57.09
U.E. VILLA CRUZ,-11.022287,-68.764339,39.17
U.E. VILLA EL CARMEN DEL REMANZO,-15.25932,-65.00182,66.13
U.E. VILLA MODERNA,-17.848007,-63.088917,63
U.E. VISTA ALEGRE,-11.3245,-66.6041,50.51
U.E. WAJOJO,-17.541123,-63.186153,56.59
U.E. YAITY,-20.06437,-63.63815,80
U.E. YAPIROA,-19.605656,-62.575093,37.43
U.E. ZARAGOZA,-17.722167,-63.083584,43
UE 3 DE MAYO,-17.82614,-63.12704,53.37
UE DOMINGO FAUSTINO,-17.784235,-63.154699,14.46
UE MAXIMILIANO KOLBE,-17.3404,-63.266433,35.28
UE UNION Y PROGRESO,-17.827127,-63.205757,47.78
UN. ED.  NUCLEO CENTRAL,-16.91391,-63.998224,74.8
UN. ED. AYACUCHO,-17.86675,-63.219054,67.86
UN. ED. RAUL MENACHO,-16.600876,-64.067086,71.89
UNIDAD EDUCATIVA 21 DE AGOSTO,-13.04053,-64.6656,42.45
UNIDAD EDUCATIVA FIDEL SAUCEDO,-17.69003,-62.99212,42.6
UNIDAD EDUCATIVA LUCIO LENS,-14.44037,-67.52292,40.56
UNIDAD EDUCATIVA NATANIEL GARCÍA CHAVEZ,-11.00858,-66.07935,25.99
UNIDAD EDUCATIVA POMPEYA SANTISIMO REDENTOR,-17.735721,-63.136461,36.74
UNIDAD EDUCATIVA SAN JORGE NORTE,-17.74152,-63.18151,20.82
UNIDAD EDUCATIVA SAN JUAN,-17.71595,-63.15163,28.1
UNIVERSITARIO SUR,-17.84228,-63.20155,27.75
URKUPIÑA,-17.74188,-63.10837,45.28
URUBO OPEN MALL,-17.7493,-63.21519,7.77
VIRGEN DE GUADALUPE,-17.72815,-63.121766,37.63
